Tag,h2.2008,h1.2009,h2.2009,h1.2010,h2.2010,h1.2011,h2.2011,h1.2012,h2.2012,h1.2013,h2.2013,h1.2014,h2.2014,h1.2015,h2.2015,h1.2016,h2.2016,h1.2017,h2.2017,h1.2018,h2.2018,h1.2019,h2.2019,TopicNumber,Propensity
azure-data-factory,0,0,0,0,0,0,0,0,0,0,0,0,1,7,19,71,80,192,175,268,251,329,128,topic_788,0.08362754
cashapelayer,0,0,1,3,3,12,9,16,21,43,49,30,42,69,64,83,63,58,50,60,58,42,17,topic_373,0.009469333
coq,0,4,1,1,6,5,19,24,56,63,46,82,85,118,118,107,114,151,211,196,191,219,28,topic_565,0.08845303
skype-for-business,0,0,0,0,0,0,0,0,0,0,0,0,0,12,34,53,97,95,76,66,61,61,18,topic_261,0.019969763
spring-security-oauth2,0,0,0,0,0,0,1,0,0,1,9,31,86,169,187,173,199,190,209,254,302,326,105,topic_882,0.1226291
spring-integration-dsl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,64,76,123,102,34,topic_788,0.022396293
fltk,0,0,4,2,6,11,14,13,19,14,16,47,48,27,10,21,20,21,17,15,14,10,3,topic_943,0.022227917
liquibase,0,1,11,10,14,20,23,44,57,74,73,148,145,171,178,165,134,167,156,193,205,214,87,topic_588,0.027384948
thread-safety,25,66,175,193,312,485,499,570,578,590,475,457,382,441,358,344,292,304,278,292,290,295,86,topic_402,0.30739453
postgresql-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,101,166,96,21,topic_808,0.052339107
opencart-module,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,56,39,34,33,13,15,11,8,topic_483,0.0122725535
automation,122,203,234,254,279,398,377,486,521,605,582,637,651,780,914,940,806,1044,1027,1034,1123,1162,454,topic_706,0.30218145
haxe,6,8,21,13,21,20,20,43,81,99,77,116,146,109,161,101,98,74,88,49,33,34,15,topic_997,0.026108641
unity3d-unet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,28,30,21,25,42,30,14,topic_251,0.01461162
back-button,12,12,19,28,48,64,96,116,101,110,96,100,83,73,85,76,75,67,53,47,49,33,7,topic_719,0.0679936
pipe,30,75,119,144,180,251,300,336,339,462,449,470,359,452,377,428,417,456,350,416,437,407,103,topic_668,0.43551922
graph-visualization,0,1,1,1,1,7,10,14,21,36,22,14,23,28,19,22,24,26,37,23,22,33,11,topic_193,0.0203307
tridion,0,0,0,0,4,6,7,367,540,199,5,4,3,7,3,1,3,2,1,0,3,3,0,topic_855,0.10411775
haxm,0,0,0,0,0,0,0,0,0,2,6,18,24,63,48,51,34,20,26,19,19,13,7,topic_125,0.052487448
json.net,4,21,26,31,65,143,172,319,398,488,587,722,654,638,705,776,821,749,655,733,730,679,223,topic_143,0.0999758
fluid-layout,0,0,1,6,12,24,53,78,106,131,98,104,53,44,25,20,23,12,10,11,8,4,4,topic_294,0.048951883
airflow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,91,215,249,400,662,709,339,topic_354,0.13773584
cpu,31,59,64,75,74,138,133,172,229,189,232,256,203,225,210,201,185,224,175,181,179,186,63,topic_655,0.13310419
removechild,0,0,8,8,21,23,26,40,45,58,49,46,31,30,25,30,23,29,24,19,18,19,4,topic_494,0.021559373
lotusscript,3,7,6,18,19,17,18,55,58,71,89,90,83,86,53,53,50,53,65,40,31,55,32,topic_752,0.052544415
tpl-dataflow,0,0,0,0,0,1,1,13,31,28,24,50,41,23,36,27,32,33,43,36,24,20,9,topic_581,0.022348775
hook-woocommerce,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,15,133,213,202,254,249,303,111,topic_46,0.008367254
robotium,0,0,0,5,7,20,73,103,123,131,118,124,91,76,58,31,21,6,2,2,8,5,0,topic_677,0.06453488
sanitization,9,24,37,42,49,50,47,46,33,34,49,61,33,49,51,33,30,35,29,26,28,36,12,topic_506,0.034258615
skscene,0,0,0,0,0,0,0,0,0,0,6,72,83,75,85,66,56,61,45,29,20,21,6,topic_855,0.055986997
winapi,534,947,1241,1511,1655,1930,1839,2243,2251,2257,2240,2126,1549,1674,1674,1440,1159,1179,1203,1104,951,1171,387,topic_356,0.1825253
django-filter,0,0,1,3,0,0,1,2,0,11,7,29,30,37,42,47,43,55,41,59,73,99,44,topic_122,0.0131027475
quantmod,0,0,0,0,4,11,27,31,32,53,59,51,48,55,88,78,71,79,59,69,56,43,13,topic_551,0.034248356
refluxjs,0,0,0,0,0,0,0,0,0,0,0,0,7,63,59,28,9,8,5,5,2,3,2,topic_123,9.0533856E-4
graphene-python,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,52,71,61,81,34,topic_396,0.0022097512
javascript-events,27,135,302,458,647,952,1039,1308,1384,1064,889,701,602,617,643,578,512,312,295,328,319,0,9,topic_826,0.69360125
cql,3,2,0,4,4,5,11,42,49,90,130,138,130,180,176,147,129,140,99,114,71,77,18,topic_322,0.208909
windowlistener,0,0,0,0,0,12,21,21,12,23,10,15,10,8,4,10,5,5,1,2,3,1,4,topic_902,0.0014730219
grand-central-dispatch,0,1,9,10,21,102,145,209,276,273,275,239,217,233,209,208,202,178,153,154,112,94,37,topic_712,0.1972693
coreclr,0,0,0,0,0,0,0,0,0,0,0,0,0,12,50,74,59,27,12,21,9,8,3,topic_234,0.016011385
footer,6,17,29,44,53,90,117,185,199,264,259,235,216,171,166,123,165,150,114,111,93,88,21,topic_357,0.002002971
tsc,0,0,0,0,0,0,0,0,18,14,6,9,5,10,12,47,71,51,39,64,88,48,14,topic_959,0.03234519
apache-commons-net,0,0,2,3,12,17,24,25,22,31,18,21,18,22,30,24,17,11,10,21,17,12,12,topic_883,0.010391983
alexa-voice-service,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,29,43,47,48,53,40,14,topic_637,0.012136974
where-in,0,1,3,2,2,15,11,13,16,22,29,29,28,23,24,24,32,27,26,28,13,28,2,topic_456,0.055508476
google-analytics-api,1,1,5,10,19,35,69,100,138,164,199,270,209,262,254,302,256,261,182,181,211,175,80,topic_62,0.24658832
mapper,0,0,1,4,6,14,19,12,15,34,47,38,21,24,27,35,21,50,32,22,23,28,7,topic_57,0.008204366
avaudiorecorder,0,2,17,22,27,56,50,57,45,43,51,49,35,39,41,20,39,18,13,9,23,24,6,topic_373,0.008183522
audiorecord,0,0,0,0,11,16,14,25,21,29,31,27,35,28,19,20,17,18,11,10,8,14,3,topic_878,0.016920637
scripting,255,455,617,724,671,756,641,522,504,672,633,804,641,786,684,743,643,702,618,660,701,648,203,topic_298,0.3098188
nsmanagedobjectcontext,1,0,0,21,59,65,102,126,124,130,132,103,98,82,85,53,47,31,21,19,13,14,4,topic_712,0.07797787
timer,60,108,200,282,395,665,737,823,900,1102,1207,1371,1069,1187,1063,1039,841,985,782,620,542,534,176,topic_226,0.5031213
xpath-2.0,2,1,2,3,14,17,26,27,54,48,30,34,31,33,31,28,29,21,26,26,16,22,10,topic_337,0.013168765
crc,10,10,15,16,29,26,35,48,32,36,49,50,49,37,40,54,51,49,35,48,53,44,15,topic_198,0.110857606
soapui,3,6,12,30,46,63,67,107,159,167,170,227,242,285,306,349,324,389,346,283,233,268,62,topic_762,0.44620526
chmod,3,14,12,18,33,53,58,68,53,92,85,85,75,65,64,69,42,42,42,41,55,31,12,topic_461,0.057336718
flux,0,0,1,0,0,0,0,1,0,2,9,11,25,186,330,227,148,96,55,42,68,55,13,topic_409,0.051093414
crosstab,2,15,10,14,19,18,29,54,55,63,63,78,69,60,84,86,91,78,77,65,85,77,32,topic_422,0.05795379
discord.py,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,38,120,346,604,498,119,topic_846,0.1172226
move-semantics,0,0,0,4,21,30,33,51,84,115,124,94,103,109,91,122,103,91,73,95,88,66,18,topic_620,0.08338806
crm,9,16,22,26,40,74,106,129,129,225,169,218,196,199,155,207,223,158,107,89,96,122,39,topic_696,0.09455509
mql4,0,0,0,1,0,3,0,2,4,8,5,9,25,20,39,44,47,58,37,64,51,27,33,topic_810,0.03302778
nsnumberformatter,0,1,4,12,19,23,27,37,50,42,40,47,30,29,32,37,22,19,12,19,10,10,2,topic_208,0.025893034
corba,4,6,20,33,30,46,39,41,70,60,47,45,44,39,27,20,22,16,12,12,12,18,4,topic_619,0.009109674
free-jqgrid,0,0,0,0,0,0,0,1,1,0,0,0,0,82,79,74,58,74,47,46,27,21,5,topic_663,0.04019229
comments,58,112,149,172,207,291,436,436,387,340,311,313,277,265,225,211,193,190,166,145,180,124,63,topic_519,0.21914947
itemscontrol,4,35,60,61,61,69,62,67,77,60,61,68,58,43,46,62,30,34,29,31,30,35,5,topic_853,0.06825057
commandbutton,0,0,0,1,1,1,2,2,5,62,55,45,44,37,31,30,19,25,22,19,10,9,3,topic_175,0.019425597
e4x,5,18,30,38,20,32,20,16,13,10,6,13,3,8,10,2,5,1,2,2,1,0,0,topic_884,0.0534645
iboutlet,0,1,3,16,18,42,51,80,57,62,47,52,61,66,62,39,43,33,36,26,24,19,4,topic_217,0.005165551
ttk,0,0,0,3,18,6,15,15,31,30,48,32,36,53,44,50,48,46,51,52,45,56,18,topic_820,0.06579823
rows,4,17,29,39,50,89,106,162,161,195,240,217,246,236,211,216,196,205,181,181,186,170,65,topic_505,0.12650827
appcelerator-mobile,0,0,0,1,11,76,74,82,67,75,42,32,39,43,50,52,41,25,17,20,8,20,0,topic_558,0.02143593
silverstripe-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,73,54,57,12,topic_6,0.016769363
uiviewanimationtransition,0,0,0,6,9,18,23,16,23,28,33,30,34,36,20,25,19,16,15,10,18,9,8,topic_373,0.0046986155
asp.net-mvc,937,2979,4671,5807,5226,6595,6230,7425,9245,11448,11473,13231,11732,12026,11701,12086,10624,10338,8449,6785,6203,5938,1873,topic_185,0.98061454
nameservers,3,3,4,5,6,13,10,19,29,22,31,27,22,11,12,22,20,23,14,25,24,20,7,topic_568,0.011560876
gamekit,0,1,15,29,56,82,58,71,110,85,67,47,37,24,28,22,13,18,22,8,13,14,1,topic_526,0.029235782
ntlm,10,30,29,29,41,65,51,70,63,74,71,67,59,45,47,58,52,42,48,41,49,57,13,topic_860,0.11063319
flickr,10,10,36,51,48,89,74,100,71,103,85,83,82,64,53,53,34,37,27,20,19,13,8,topic_204,0.111804225
tty,1,7,6,10,23,16,28,27,25,42,50,54,35,56,38,47,43,43,27,30,52,48,11,topic_141,0.037930302
csh,6,8,19,32,30,26,27,49,45,79,72,70,64,63,60,51,48,49,45,41,46,37,15,topic_762,0.10532557
shutil,1,0,3,4,2,10,11,10,16,18,29,32,27,23,44,35,31,52,50,56,54,90,28,topic_358,0.026821578
knockout-validation,0,0,0,0,0,0,0,4,51,98,77,79,42,26,27,25,25,13,9,6,8,6,1,topic_364,0.02556641
mono.cecil,0,1,9,6,10,13,23,16,25,28,19,22,18,14,24,23,12,14,13,13,9,13,3,topic_831,0.014486254
payment-processing,0,0,3,10,34,39,41,34,42,45,33,32,28,25,22,25,22,19,24,17,11,24,5,topic_960,0.02745545
css,929,2338,4444,6543,8850,14088,17648,22316,26369,32489,40631,46455,39838,42660,42581,41927,38789,40062,35295,30019,28104,27940,9876,topic_357,0.41296986
wcf-client,1,20,61,61,75,110,110,126,109,28,7,11,7,5,3,5,3,4,1,4,4,5,2,topic_428,0.012064897
ngresource,0,0,0,0,0,0,0,0,1,2,27,63,76,99,79,82,33,27,17,2,9,6,3,topic_26,0.019205958
sqlcmd,6,10,20,23,25,22,35,43,28,55,42,58,54,55,45,50,57,49,55,63,55,67,25,topic_188,0.03609121
scikit-learn,0,0,0,0,0,2,8,40,108,247,353,556,536,789,942,1236,1320,1536,1689,1808,1911,2233,785,topic_838,0.28534955
csv,93,172,303,433,581,906,1061,1349,1757,2388,3286,4139,3732,4333,4714,5209,4749,5450,5296,4236,3690,4218,1418,topic_559,0.8068606
stata,0,0,4,5,12,28,24,31,65,180,212,216,248,274,269,249,212,226,178,247,222,164,61,topic_885,0.06185853
iterable,3,4,5,16,13,16,15,22,21,30,46,53,43,53,51,55,62,64,54,57,63,61,18,topic_697,0.040725105
owl-carousel,0,0,0,0,0,0,0,0,0,0,6,30,114,136,121,143,127,111,109,90,132,139,32,topic_411,0.062753335
skshapenode,0,0,0,0,0,0,0,0,0,0,10,28,28,44,39,24,26,17,20,9,9,6,5,topic_158,0.009669022
styling,16,14,35,41,44,91,102,110,93,119,94,104,96,114,65,79,89,90,88,92,102,101,24,topic_221,0.027490253
gettext,6,20,55,59,70,66,87,92,123,99,120,120,74,71,61,63,54,73,56,54,48,41,8,topic_24,0.05091581
entity-framework-4,0,0,11,219,995,1432,1106,1191,844,571,367,194,135,75,81,72,56,37,17,17,19,10,4,topic_420,0.48160362
angular-cli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,755,1259,1187,1030,720,595,183,topic_374,0.029330868
state,19,30,70,67,95,159,122,160,139,168,165,154,141,164,254,228,285,279,302,368,437,530,194,topic_477,0.30375242
worker,2,4,2,9,4,11,33,25,37,63,53,58,46,59,57,48,44,56,42,38,49,68,18,topic_705,0.035602774
entity-framework-6,0,0,0,2,0,1,1,0,12,53,303,678,779,1116,1065,1043,874,767,658,746,726,665,191,topic_72,0.16354232
cv2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,46,111,162,224,256,65,topic_339,0.024114946
element,5,18,67,69,67,153,150,178,233,189,217,206,174,218,200,230,196,181,161,159,230,228,65,topic_39,0.8738739
entity-framework-5,0,0,0,1,0,0,1,52,573,1350,903,360,235,148,104,76,50,31,28,16,6,8,5,topic_414,0.30246297
hibernate-mapping,1,1,12,18,46,93,136,141,160,218,200,173,191,201,152,103,106,156,116,138,133,142,34,topic_298,0.057849627
linq-to-nhibernate,3,12,36,56,102,105,61,76,38,35,32,18,15,9,11,9,3,9,3,3,1,4,1,topic_291,0.013400651
google-drive-realtime-api,0,0,0,0,0,0,0,1,13,45,74,75,31,44,22,42,36,47,33,18,19,16,1,topic_158,0.019040536
android-maps-v2,0,0,0,0,0,0,0,0,3,288,177,147,93,92,63,61,56,35,26,29,28,18,13,topic_122,0.023792388
azure-pipelines-build-task,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,67,102,123,97,137,99,16,topic_80,0.029960053
sqlclr,8,30,19,34,48,52,49,69,48,48,41,49,47,62,44,48,38,50,39,32,18,16,5,topic_861,0.023230897
desktop-application,31,43,80,97,124,135,140,135,148,155,119,130,88,106,113,103,121,83,108,115,113,114,50,topic_264,0.046298575
mingw-w64,0,0,0,0,0,6,8,13,21,32,32,35,58,77,50,77,61,66,57,73,91,102,24,topic_32,0.020921698
pouchdb,0,0,0,0,1,0,2,5,3,8,19,43,79,139,115,139,170,157,128,125,106,89,16,topic_770,0.005051934
state-monad,0,2,3,3,9,6,11,5,14,10,22,19,31,27,34,16,20,28,16,16,15,18,5,topic_868,0.01296577
directx,52,63,182,213,196,278,245,358,402,470,418,392,259,271,236,224,160,183,151,137,139,150,55,topic_879,0.20342346
java.util.logging,1,3,5,12,18,34,18,28,33,46,35,33,27,22,34,37,23,35,29,30,17,24,10,topic_814,0.035826154
simulink,2,4,8,15,14,59,31,43,65,114,188,210,167,202,181,230,121,161,108,112,115,152,47,topic_843,0.11725277
xamarin.android,0,0,0,2,13,109,237,515,515,603,494,403,374,354,394,992,1576,1778,1707,1440,1190,1241,367,topic_241,0.22485887
cut,2,4,3,7,18,30,23,29,53,103,106,87,92,88,67,82,76,95,88,75,62,60,13,topic_262,0.045622688
pseudo-class,1,4,11,13,10,28,29,62,54,67,56,41,51,33,47,31,53,37,38,35,24,25,12,topic_147,0.019127754
anaconda,0,0,0,0,0,0,0,0,0,11,70,145,178,284,385,562,635,1001,938,1051,1268,1490,464,topic_354,0.43227944
python-datetime,0,0,0,0,6,1,6,8,5,14,21,35,36,45,45,34,33,55,64,82,76,88,46,topic_339,0.019465607
maven-3,1,0,6,7,52,156,186,313,339,398,306,295,243,305,275,320,252,245,196,202,238,197,69,topic_195,0.10609418
objectlistview,0,0,1,5,1,14,6,18,19,17,17,18,43,25,20,29,23,22,11,7,11,20,3,topic_531,0.008064116
maven-2,119,263,573,852,1077,538,416,314,243,234,162,117,96,79,70,79,68,70,42,55,50,39,8,topic_624,0.26490352
yii2-model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,49,51,43,24,29,16,9,4,topic_791,0.026555149
battery,1,1,9,11,19,23,32,25,56,58,68,60,56,57,40,37,34,22,44,30,27,30,13,topic_974,0.040794067
quartus,1,0,0,0,1,2,1,1,1,1,4,7,21,51,29,67,42,29,25,24,32,38,8,topic_992,0.0126928985
ansible,0,0,0,0,0,0,0,0,1,12,86,217,280,503,716,1040,1154,1163,1175,887,1258,1894,756,topic_381,0.32682827
node-modules,0,0,0,0,0,1,0,6,15,21,33,39,68,61,96,106,238,263,330,428,480,517,220,topic_925,0.086230345
celery,0,0,1,14,65,76,134,195,243,324,331,353,430,388,383,394,371,472,433,421,454,522,207,topic_320,0.29843712
quickbooks-online,0,1,4,0,1,3,2,7,6,110,77,125,77,54,37,40,46,44,42,34,21,26,15,topic_496,0.024404213
initialization,39,119,166,250,291,363,392,461,500,574,569,571,576,569,553,573,487,509,400,432,369,324,130,topic_32,0.21951103
e-commerce,18,53,131,145,172,213,261,294,290,301,195,257,217,246,218,225,187,171,174,157,165,174,62,topic_27,0.1954673
ruby-1.9.3,0,0,0,0,0,0,19,99,82,120,57,38,20,21,9,9,6,4,5,1,2,2,0,topic_49,0.0037812593
xmlslurper,1,2,2,9,7,12,11,12,4,13,8,17,15,14,9,11,9,12,13,11,8,9,1,topic_857,0.02486657
jconsole,9,7,12,6,15,16,24,28,25,26,30,25,30,22,24,23,17,14,15,17,8,14,5,topic_943,0.02607136
webviewclient,0,0,0,1,7,17,17,24,26,27,28,25,26,25,8,10,10,12,9,9,8,10,2,topic_968,0.011203634
cvs,89,79,108,106,132,121,87,115,97,99,79,83,57,57,37,42,30,26,21,13,12,9,6,topic_837,0.07347898
ruby-on-rails-3.1,0,0,0,0,0,106,1988,1729,664,429,219,79,39,18,13,13,5,6,5,0,0,1,1,topic_831,0.23814863
worklight-adapters,0,0,0,0,0,0,0,0,1,12,103,148,99,57,27,30,12,9,5,1,5,3,0,topic_319,0.028761063
rubocop,0,0,0,0,0,0,0,0,0,0,2,9,8,15,18,43,29,32,23,36,24,30,6,topic_137,8.200355E-4
strftime,2,2,9,7,13,13,19,25,30,39,28,32,30,31,30,30,30,32,22,35,25,32,10,topic_396,0.003510001
speech,2,7,6,10,15,26,23,36,55,48,49,66,44,45,50,51,33,45,38,42,39,43,10,topic_221,0.0118951155
watch,4,6,13,10,13,23,21,33,24,70,66,78,123,116,129,103,87,91,72,59,66,62,32,topic_418,0.0973704
anko,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,9,14,39,57,49,45,24,11,topic_871,0.0052201543
ruby-on-rails-3.2,0,0,0,0,0,0,1,579,1432,2086,1256,587,310,250,162,132,74,45,29,29,39,25,0,topic_342,0.089372195
kubernetes,0,0,0,0,0,0,0,0,0,0,0,0,38,132,606,824,858,1314,1894,2880,4294,4872,1621,topic_458,0.26102692
nimbus,0,3,4,3,2,15,25,36,35,45,23,22,20,8,20,19,13,7,5,6,9,4,2,topic_310,0.029722223
privileges,12,20,33,36,46,55,78,55,56,56,86,72,66,64,68,61,50,50,40,52,58,45,20,topic_437,0.034923844
shapely,0,0,1,0,0,0,0,2,7,4,18,20,22,24,33,33,41,37,27,59,66,66,31,topic_571,0.031977892
margins,3,5,9,9,9,25,31,37,35,59,43,51,38,45,33,25,33,25,20,27,26,30,11,topic_220,0.11622276
uiscrollview,2,74,141,255,401,660,648,821,894,962,910,910,771,739,757,687,534,443,369,315,280,259,69,topic_987,0.296577
clips,0,0,1,4,5,6,8,8,12,27,15,34,27,37,32,30,49,53,32,31,36,51,10,topic_697,0.024981374
flink-streaming,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,96,86,139,197,219,181,263,72,topic_14,0.18784204
nsbundle,0,1,9,19,26,37,48,47,49,40,38,33,43,32,29,25,22,14,11,11,8,6,2,topic_217,0.0033634708
testthat,0,0,0,0,0,1,0,0,5,3,6,13,13,14,21,22,19,9,33,18,17,29,8,topic_762,0.02436395
direct3d,34,22,44,50,46,75,76,77,75,106,95,72,68,51,74,43,43,42,42,28,38,33,6,topic_888,0.032444503
cxf,4,20,44,75,93,158,230,349,333,401,352,372,367,351,331,333,292,259,219,189,213,188,65,topic_83,0.21592736
swashbuckle,0,0,0,0,0,0,0,0,0,0,0,0,1,25,41,82,87,64,91,113,99,106,54,topic_963,0.046666257
win32gui,1,0,0,3,3,4,36,37,38,47,55,40,34,44,41,24,24,23,23,33,29,32,18,topic_567,0.0065742075
eddystone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,55,45,42,43,23,16,7,5,topic_491,0.011689167
wmi-query,2,4,7,10,20,22,20,27,31,32,39,38,31,31,30,27,23,26,14,32,20,13,6,topic_994,0.015723271
discord.js,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,27,137,342,489,797,278,topic_846,0.14077604
ios-universal-links,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,73,69,48,56,50,49,40,15,topic_501,0.0067538302
deep-learning,0,0,0,2,2,1,2,4,1,3,1,19,43,130,289,647,1042,1947,1738,1984,1846,2518,944,topic_702,0.5179907
ssas,24,54,75,86,96,111,144,230,263,252,347,322,313,290,303,328,237,281,213,207,245,300,84,topic_435,0.11812865
reflection,246,485,694,831,846,1107,1151,1213,1212,1398,1355,1256,1105,1144,1232,1039,914,899,804,766,794,717,225,topic_326,0.5551439
androiddesignsupport,0,0,0,0,0,0,0,0,0,0,0,0,1,73,174,69,27,25,17,18,13,10,3,topic_671,0.07600143
adorner,2,4,8,17,17,22,18,15,7,9,17,9,5,10,7,4,4,6,5,3,3,6,0,topic_787,0.009303447
android-viewmodel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,93,130,174,58,topic_667,0.042773645
direct2d,0,1,3,9,7,15,9,23,47,43,43,39,41,49,39,21,25,29,22,14,25,24,11,topic_903,0.033909068
has-many-through,2,6,22,42,46,74,85,108,103,111,111,91,92,110,101,77,58,47,45,41,23,26,7,topic_454,0.07257982
angular2-observables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,203,143,101,80,46,11,topic_668,0.040281974
sdwebimage,0,0,0,0,0,2,6,19,51,55,52,73,62,55,81,66,66,58,48,43,36,29,8,topic_705,0.03490893
css-grid,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,8,111,377,522,554,627,179,topic_717,0.18492618
spring-data-solr,0,0,0,0,0,0,0,0,2,7,13,14,17,23,14,29,21,18,19,19,9,12,5,topic_62,0.015835948
command-line-arguments,8,13,21,59,114,151,167,195,256,275,307,292,255,287,217,202,159,153,142,141,128,144,54,topic_682,0.15997088
polymer,0,0,0,0,0,0,0,0,0,2,92,315,1127,1223,1302,896,948,829,520,416,263,190,40,topic_621,0.33415255
monad-transformers,0,0,2,7,10,14,23,31,32,29,27,34,45,40,44,47,38,52,37,35,26,27,12,topic_129,0.029088993
memory,229,395,578,783,949,1222,1445,1668,1727,1789,1821,1809,1578,1826,1714,1647,1495,1433,1200,1190,1146,1109,338,topic_462,0.842462
child-process,0,5,3,1,1,16,14,20,22,33,63,91,69,85,113,123,104,104,113,128,134,140,61,topic_161,0.05800258
time-complexity,6,22,20,34,40,85,85,135,154,200,379,372,361,489,459,520,484,463,434,476,427,483,147,topic_719,0.29503107
ng-controller,0,0,0,0,0,0,0,0,1,2,1,1,0,15,42,34,35,26,13,5,4,4,1,topic_770,6.7535194E-4
git-remote,1,0,4,7,13,21,12,20,35,61,49,37,39,56,44,37,39,48,38,39,31,42,10,topic_292,0.022541393
progress-4gl,3,4,14,5,4,15,7,56,41,33,55,86,50,64,50,75,59,58,57,28,66,54,17,topic_70,0.01921386
sbcl,5,9,5,14,17,24,18,30,36,32,53,36,30,57,41,28,41,32,30,21,27,24,7,topic_500,0.02142032
swipe-gesture,0,0,0,0,0,0,23,23,24,28,39,37,46,46,47,37,15,26,21,15,20,14,4,topic_441,0.03095142
strcat,0,1,5,2,7,15,16,19,21,28,32,35,31,35,30,17,21,23,17,14,15,14,2,topic_382,0.024726134
vulkan,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,82,108,111,103,120,113,148,58,topic_153,0.0666772
lucene.net,28,70,95,113,106,150,120,129,136,121,124,90,70,61,75,55,49,44,36,17,25,25,9,topic_594,0.11397371
clisp,4,1,1,6,20,17,30,26,20,20,25,33,11,19,28,14,24,22,21,14,7,9,3,topic_500,0.012950194
hyperledger-fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,96,223,587,984,1042,952,283,topic_429,0.17643824
branching-and-merging,4,2,3,5,46,67,59,76,84,111,92,78,66,64,63,66,58,60,60,49,43,46,12,topic_93,0.05236033
soap-client,5,4,18,29,39,56,59,65,102,144,118,101,99,106,129,119,127,132,77,135,140,149,47,topic_346,0.18515082
netty,0,0,1,5,10,30,108,379,280,286,321,257,275,279,259,246,227,212,224,213,243,238,76,topic_936,0.19579631
readline,4,22,29,30,35,56,76,74,91,124,104,117,101,92,99,104,90,90,68,97,84,94,34,topic_571,0.1125148
amazon-redshift,0,0,0,0,0,0,0,0,0,39,68,139,175,211,256,354,372,430,488,569,583,542,251,topic_621,0.18317358
custom-adapter,0,0,0,0,0,0,23,38,41,69,71,116,64,86,73,78,65,71,52,40,35,18,6,topic_490,0.02367236
google-rich-snippets,0,0,0,0,0,0,0,3,6,2,10,13,31,41,48,39,36,24,24,17,23,23,13,topic_375,0.026558803
amazon-athena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,114,119,170,229,244,104,topic_126,0.05275328
r-highcharter,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,40,38,47,67,18,topic_751,0.011042884
libraries,5,2,45,74,103,111,76,88,162,161,184,148,166,158,162,145,141,112,131,120,113,122,39,topic_435,0.06307578
cairo,0,6,12,30,31,43,45,69,58,74,58,66,61,48,48,60,43,42,29,47,44,59,18,topic_390,0.013185344
ruby-datamapper,0,0,0,0,1,6,19,25,42,41,50,17,11,10,7,5,1,4,3,2,1,1,0,topic_944,0.032717895
libxml2,2,16,31,54,80,89,82,112,116,83,106,97,75,54,70,58,53,48,38,27,32,33,23,topic_616,0.05579469
access-modifiers,8,24,22,30,49,43,45,41,36,42,61,49,48,52,53,48,37,41,25,34,35,40,6,topic_785,0.042946614
ionic-view,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86,110,95,49,45,32,23,2,1,topic_808,0.058413025
numerical-integration,0,2,0,4,2,5,9,5,11,21,24,23,28,27,31,42,39,46,27,48,28,33,9,topic_141,0.024383765
setup-project,12,18,53,63,90,151,152,114,80,84,63,69,61,64,47,44,39,60,49,34,56,41,16,topic_273,0.04267363
headless,3,4,7,9,10,22,18,25,39,29,14,28,27,33,32,33,37,50,71,82,84,75,28,topic_346,0.0700696
with-statement,3,8,11,13,16,32,25,25,36,48,34,40,54,54,38,43,45,42,47,45,52,33,23,topic_940,0.01642737
watson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,202,137,145,0,0,0,topic_430,0.018110236
sql-server-2014-express,0,0,0,0,0,0,0,0,0,0,0,5,26,47,54,69,25,27,16,21,12,15,2,topic_452,0.030604288
progressdialog,0,0,1,17,62,118,129,152,169,146,140,153,114,86,72,89,99,64,56,37,35,39,9,topic_922,0.15129903
