Tag,H2.2008,H1.2009,H2.2009,H1.2010,H2.2010,H1.2011,H2.2011,H1.2012,H2.2012,H1.2013,H2.2013,H1.2014,H2.2014,H1.2015,H2.2015,H1.2016,H2.2016,H1.2017,H2.2017,H1.2018,H2.2018,H1.2019,H2.2019,TopicNumber,Propensity
comments,58,112,149,172,207,291,436,436,387,340,311,313,277,265,225,211,193,190,166,145,180,124,63,topic_327,0.32738394
itemscontrol,4,35,60,61,61,69,62,67,77,60,61,68,58,43,46,62,30,34,29,31,30,35,5,topic_853,0.08228858
iboutlet,0,1,3,16,18,42,51,80,57,62,47,52,61,66,62,39,43,33,36,26,24,19,4,topic_217,0.034877907
ttk,0,0,0,3,18,6,15,15,31,30,48,32,36,53,44,50,48,46,51,52,45,56,18,topic_1005,0.041222375
rows,4,17,29,39,50,89,106,162,161,195,240,217,246,236,211,216,196,205,181,181,186,170,65,topic_505,0.12779324
appcelerator-mobile,0,0,0,1,11,76,74,82,67,75,42,32,39,43,50,52,41,25,17,20,8,20,0,topic_558,0.124736756
silverstripe-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,73,54,57,12,topic_6,0.036745854
asp.net-mvc,937,2979,4671,5807,5226,6595,6230,7425,9245,11448,11473,13231,11732,12026,11701,12086,10624,10338,8449,6785,6203,5938,1873,topic_185,0.34384564
gamekit,0,1,15,29,56,82,58,71,110,85,67,47,37,24,28,22,13,18,22,8,13,14,1,topic_373,0.027383469
ntlm,10,30,29,29,41,65,51,70,63,74,71,67,59,45,47,58,52,42,48,41,49,57,13,topic_1336,0.1605458
csh,6,8,19,32,30,26,27,49,45,79,72,70,64,63,60,51,48,49,45,41,46,37,15,topic_208,0.16766775
shutil,1,0,3,4,2,10,11,10,16,18,29,32,27,23,44,35,31,52,50,56,54,90,28,topic_358,0.1068479
knockout-validation,0,0,0,0,0,0,0,4,51,98,77,79,42,26,27,25,25,13,9,6,8,6,1,topic_1433,0.2508924
wcf-client,1,20,61,61,75,110,110,126,109,28,7,11,7,5,3,5,3,4,1,4,4,5,2,topic_428,0.014635372
ngresource,0,0,0,0,0,0,0,0,1,2,27,63,76,99,79,82,33,27,17,2,9,6,3,topic_1425,0.13324808
sqlcmd,6,10,20,23,25,22,35,43,28,55,42,58,54,55,45,50,57,49,55,63,55,67,25,topic_1087,0.011449118
scikit-learn,0,0,0,0,0,2,8,40,108,247,353,556,536,789,942,1236,1320,1536,1689,1808,1911,2233,785,topic_838,0.2733681
csv,93,172,303,433,581,906,1061,1349,1757,2388,3286,4139,3732,4333,4714,5209,4749,5450,5296,4236,3690,4218,1418,topic_559,0.8518732
stata,0,0,4,5,12,28,24,31,65,180,212,216,248,274,269,249,212,226,178,247,222,164,61,topic_1091,0.06635212
iterable,3,4,5,16,13,16,15,22,21,30,46,53,43,53,51,55,62,64,54,57,63,61,18,topic_697,0.0044391993
owl-carousel,0,0,0,0,0,0,0,0,0,0,6,30,114,136,121,143,127,111,109,90,132,139,32,topic_411,0.1575334
styling,16,14,35,41,44,91,102,110,93,119,94,104,96,114,65,79,89,90,88,92,102,101,24,topic_839,0.017897848
gettext,6,20,55,59,70,66,87,92,123,99,120,120,74,71,61,63,54,73,56,54,48,41,8,topic_1183,0.22282688
entity-framework-4,0,0,11,219,995,1432,1106,1191,844,571,367,194,135,75,81,72,56,37,17,17,19,10,4,topic_420,0.48492742
angular-cli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,755,1259,1187,1030,720,595,183,topic_374,0.030596936
state,19,30,70,67,95,159,122,160,139,168,165,154,141,164,254,228,285,279,302,368,437,530,194,topic_1435,0.6841548
entity-framework-6,0,0,0,2,0,1,1,0,12,53,303,678,779,1116,1065,1043,874,767,658,746,726,665,191,topic_1434,0.23560783
cv2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,46,111,162,224,256,65,topic_440,0.22196442
element,5,18,67,69,67,153,150,178,233,189,217,206,174,218,200,230,196,181,161,159,230,228,65,topic_1214,0.29088992
entity-framework-5,0,0,0,1,0,0,1,52,573,1350,903,360,235,148,104,76,50,31,28,16,6,8,5,topic_414,0.35526314
hibernate-mapping,1,1,12,18,46,93,136,141,160,218,200,173,191,201,152,103,106,156,116,138,133,142,34,topic_298,0.10125717
linq-to-nhibernate,3,12,36,56,102,105,61,76,38,35,32,18,15,9,11,9,3,9,3,3,1,4,1,topic_1184,0.050870467
google-drive-realtime-api,0,0,0,0,0,0,0,1,13,45,74,75,31,44,22,42,36,47,33,18,19,16,1,topic_158,0.05517836
android-maps-v2,0,0,0,0,0,0,0,0,3,288,177,147,93,92,63,61,56,35,26,29,28,18,13,topic_122,0.055781636
azure-pipelines-build-task,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,67,102,123,97,137,99,16,topic_1114,0.0029063635
sqlclr,8,30,19,34,48,52,49,69,48,48,41,49,47,62,44,48,38,50,39,32,18,16,5,topic_861,0.025624027
desktop-application,31,43,80,97,124,135,140,135,148,155,119,130,88,106,113,103,121,83,108,115,113,114,50,topic_264,0.38776156
pouchdb,0,0,0,0,1,0,2,5,3,8,19,43,79,139,115,139,170,157,128,125,106,89,16,topic_1455,0.07517404
directx,52,63,182,213,196,278,245,358,402,470,418,392,259,271,236,224,160,183,151,137,139,150,55,topic_879,0.2696612
java.util.logging,1,3,5,12,18,34,18,28,33,46,35,33,27,22,34,37,23,35,29,30,17,24,10,topic_814,0.0129173435
simulink,2,4,8,15,14,59,31,43,65,114,188,210,167,202,181,230,121,161,108,112,115,152,47,topic_1282,0.088791244
xamarin.android,0,0,0,2,13,109,237,515,515,603,494,403,374,354,394,992,1576,1778,1707,1440,1190,1241,367,topic_241,0.23888601
cut,2,4,3,7,18,30,23,29,53,103,106,87,92,88,67,82,76,95,88,75,62,60,13,topic_1033,0.010649825
pseudo-class,1,4,11,13,10,28,29,62,54,67,56,41,51,33,47,31,53,37,38,35,24,25,12,topic_147,0.16185589
anaconda,0,0,0,0,0,0,0,0,0,11,70,145,178,284,385,562,635,1001,938,1051,1268,1490,464,topic_1078,0.69250876
python-datetime,0,0,0,0,6,1,6,8,5,14,21,35,36,45,45,34,33,55,64,82,76,88,46,topic_1443,0.03984635
maven-3,1,0,6,7,52,156,186,313,339,398,306,295,243,305,275,320,252,245,196,202,238,197,69,topic_1420,0.20149058
maven-2,119,263,573,852,1077,538,416,314,243,234,162,117,96,79,70,79,68,70,42,55,50,39,8,topic_1075,0.6218121
battery,1,1,9,11,19,23,32,25,56,58,68,60,56,57,40,37,34,22,44,30,27,30,13,topic_904,0.09280397
ansible,0,0,0,0,0,0,0,0,1,12,86,217,280,503,716,1040,1154,1163,1175,887,1258,1894,756,topic_1297,0.86682755
node-modules,0,0,0,0,0,1,0,6,15,21,33,39,68,61,96,106,238,263,330,428,480,517,220,topic_955,0.564435
celery,0,0,1,14,65,76,134,195,243,324,331,353,430,388,383,394,371,472,433,421,454,522,207,topic_320,0.39157045
quickbooks-online,0,1,4,0,1,3,2,7,6,110,77,125,77,54,37,40,46,44,42,34,21,26,15,topic_496,0.0420274
initialization,39,119,166,250,291,363,392,461,500,574,569,571,576,569,553,573,487,509,400,432,369,324,130,topic_32,0.5821537
e-commerce,18,53,131,145,172,213,261,294,290,301,195,257,217,246,218,225,187,171,174,157,165,174,62,topic_1316,0.18320967
jconsole,9,7,12,6,15,16,24,28,25,26,30,25,30,22,24,23,17,14,15,17,8,14,5,topic_1362,0.118039444
webviewclient,0,0,0,1,7,17,17,24,26,27,28,25,26,25,8,10,10,12,9,9,8,10,2,topic_1206,0.0099599585
cvs,89,79,108,106,132,121,87,115,97,99,79,83,57,57,37,42,30,26,21,13,12,9,6,topic_837,0.20188425
ruby-on-rails-3.1,0,0,0,0,0,106,1988,1729,664,429,219,79,39,18,13,13,5,6,5,0,0,1,1,topic_1420,0.23279263
worklight-adapters,0,0,0,0,0,0,0,0,1,12,103,148,99,57,27,30,12,9,5,1,5,3,0,topic_319,0.058102224
strftime,2,2,9,7,13,13,19,25,30,39,28,32,30,31,30,30,30,32,22,35,25,32,10,topic_396,0.009596964
speech,2,7,6,10,15,26,23,36,55,48,49,66,44,45,50,51,33,45,38,42,39,43,10,topic_221,0.021888979
watch,4,6,13,10,13,23,21,33,24,70,66,78,123,116,129,103,87,91,72,59,66,62,32,topic_418,0.026938826
anko,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,9,14,39,57,49,45,24,11,topic_1400,0.017608576
ruby-on-rails-3.2,0,0,0,0,0,0,1,579,1432,2086,1256,587,310,250,162,132,74,45,29,29,39,25,0,topic_1420,0.308242
kubernetes,0,0,0,0,0,0,0,0,0,0,0,0,38,132,606,824,858,1314,1894,2880,4294,4872,1621,topic_458,0.74229974
nimbus,0,3,4,3,2,15,25,36,35,45,23,22,20,8,20,19,13,7,5,6,9,4,2,topic_310,0.04503367
privileges,12,20,33,36,46,55,78,55,56,56,86,72,66,64,68,61,50,50,40,52,58,45,20,topic_437,0.09220861
shapely,0,0,1,0,0,0,0,2,7,4,18,20,22,24,33,33,41,37,27,59,66,66,31,topic_571,0.040503375
margins,3,5,9,9,9,25,31,37,35,59,43,51,38,45,33,25,33,25,20,27,26,30,11,topic_220,0.22815357
uiscrollview,2,74,141,255,401,660,648,821,894,962,910,910,771,739,757,687,534,443,369,315,280,259,69,topic_987,0.54837966
flink-streaming,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,96,86,139,197,219,181,263,72,topic_1472,0.06305859
nsbundle,0,1,9,19,26,37,48,47,49,40,38,33,43,32,29,25,22,14,11,11,8,6,2,topic_1100,0.18196996
direct3d,34,22,44,50,46,75,76,77,75,106,95,72,68,51,74,43,43,42,42,28,38,33,6,topic_888,0.22454545
cxf,4,20,44,75,93,158,230,349,333,401,352,372,367,351,331,333,292,259,219,189,213,188,65,topic_1426,0.31751713
swashbuckle,0,0,0,0,0,0,0,0,0,0,0,0,1,25,41,82,87,64,91,113,99,106,54,topic_91,0.20381823
win32gui,1,0,0,3,3,4,36,37,38,47,55,40,34,44,41,24,24,23,23,33,29,32,18,topic_567,0.0065981243
wmi-query,2,4,7,10,20,22,20,27,31,32,39,38,31,31,30,27,23,26,14,32,20,13,6,topic_1337,0.02464754
discord.js,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,27,137,342,489,797,278,topic_846,0.59994197
ios-universal-links,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,73,69,48,56,50,49,40,15,topic_501,0.008365457
deep-learning,0,0,0,2,2,1,2,4,1,3,1,19,43,130,289,647,1042,1947,1738,1984,1846,2518,944,topic_1166,0.71009177
ssas,24,54,75,86,96,111,144,230,263,252,347,322,313,290,303,328,237,281,213,207,245,300,84,topic_1159,0.32593197
reflection,246,485,694,831,846,1107,1151,1213,1212,1398,1355,1256,1105,1144,1232,1039,914,899,804,766,794,717,225,topic_831,0.6512872
androiddesignsupport,0,0,0,0,0,0,0,0,0,0,0,0,1,73,174,69,27,25,17,18,13,10,3,topic_1267,0.05116783
android-viewmodel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,93,130,174,58,topic_667,0.09714401
has-many-through,2,6,22,42,46,74,85,108,103,111,111,91,92,110,101,77,58,47,45,41,23,26,7,topic_454,0.23996627
angular2-observables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,203,143,101,80,46,11,topic_1489,0.041564792
sdwebimage,0,0,0,0,0,2,6,19,51,55,52,73,62,55,81,66,66,58,48,43,36,29,8,topic_1419,0.008477075
css-grid,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,8,111,377,522,554,627,179,topic_1132,0.07239764
command-line-arguments,8,13,21,59,114,151,167,195,256,275,307,292,255,287,217,202,159,153,142,141,128,144,54,topic_682,0.2655528
polymer,0,0,0,0,0,0,0,0,0,2,92,315,1127,1223,1302,896,948,829,520,416,263,190,40,topic_621,0.49683312
monad-transformers,0,0,2,7,10,14,23,31,32,29,27,34,45,40,44,47,38,52,37,35,26,27,12,topic_119,0.15592088
memory,229,395,578,783,949,1222,1445,1668,1727,1789,1821,1809,1578,1826,1714,1647,1495,1433,1200,1190,1146,1109,338,topic_462,0.9023671
time-complexity,6,22,20,34,40,85,85,135,154,200,379,372,361,489,459,520,484,463,434,476,427,483,147,topic_719,0.36685976
git-remote,1,0,4,7,13,21,12,20,35,61,49,37,39,56,44,37,39,48,38,39,31,42,10,topic_1079,0.15423112
progress-4gl,3,4,14,5,4,15,7,56,41,33,55,86,50,64,50,75,59,58,57,28,66,54,17,topic_1107,0.047424972
sbcl,5,9,5,14,17,24,18,30,36,32,53,36,30,57,41,28,41,32,30,21,27,24,7,topic_1430,0.067564584
strcat,0,1,5,2,7,15,16,19,21,28,32,35,31,35,30,17,21,23,17,14,15,14,2,topic_382,0.051145926
vulkan,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,82,108,111,103,120,113,148,58,topic_153,0.11245836
lucene.net,28,70,95,113,106,150,120,129,136,121,124,90,70,61,75,55,49,44,36,17,25,25,9,topic_594,0.15936728
clisp,4,1,1,6,20,17,30,26,20,20,25,33,11,19,28,14,24,22,21,14,7,9,3,topic_419,0.020612814
hyperledger-fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,96,223,587,984,1042,952,283,topic_1231,0.12554178
branching-and-merging,4,2,3,5,46,67,59,76,84,111,92,78,66,64,63,66,58,60,60,49,43,46,12,topic_93,0.1294294
netty,0,0,1,5,10,30,108,379,280,286,321,257,275,279,259,246,227,212,224,213,243,238,76,topic_936,0.36885464
readline,4,22,29,30,35,56,76,74,91,124,104,117,101,92,99,104,90,90,68,97,84,94,34,topic_1038,0.09951118
amazon-redshift,0,0,0,0,0,0,0,0,0,39,68,139,175,211,256,354,372,430,488,569,583,542,251,topic_1226,0.03978683
custom-adapter,0,0,0,0,0,0,23,38,41,69,71,116,64,86,73,78,65,71,52,40,35,18,6,topic_490,0.12968577
amazon-athena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,114,119,170,229,244,104,topic_1441,0.008577199
libraries,5,2,45,74,103,111,76,88,162,161,184,148,166,158,162,145,141,112,131,120,113,122,39,topic_1284,0.058112644
cairo,0,6,12,30,31,43,45,69,58,74,58,66,61,48,48,60,43,42,29,47,44,59,18,topic_813,0.067377344
libxml2,2,16,31,54,80,89,82,112,116,83,106,97,75,54,70,58,53,48,38,27,32,33,23,topic_616,0.20108297
access-modifiers,8,24,22,30,49,43,45,41,36,42,61,49,48,52,53,48,37,41,25,34,35,40,6,topic_761,0.16548555
ionic-view,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86,110,95,49,45,32,23,2,1,topic_1330,0.0790348
setup-project,12,18,53,63,90,151,152,114,80,84,63,69,61,64,47,44,39,60,49,34,56,41,16,topic_107,0.23958504
with-statement,3,8,11,13,16,32,25,25,36,48,34,40,54,54,38,43,45,42,47,45,52,33,23,topic_708,0.034139786
progressdialog,0,0,1,17,62,118,129,152,169,146,140,153,114,86,72,89,99,64,56,37,35,39,9,topic_922,0.26906237
aiohttp,0,0,0,0,0,0,0,0,0,0,0,5,3,11,27,37,54,66,97,100,138,162,51,topic_15,0.09978598
automated-tests,72,88,91,122,168,236,214,221,239,276,277,328,312,389,527,575,599,701,564,648,870,901,292,topic_211,0.5696244
z3py,0,0,0,0,0,0,0,0,8,23,38,28,22,39,34,37,33,23,24,42,47,49,15,topic_308,0.10297431
binary-tree,21,42,68,126,108,193,155,222,248,308,305,329,300,350,314,340,249,296,239,245,247,213,73,topic_258,0.38657156
finance,9,23,28,36,33,55,35,49,63,51,49,44,40,51,57,64,70,89,95,113,101,117,29,topic_1088,0.121246144
doctrine-orm,1,0,1,2,95,298,617,864,1043,1003,1312,1476,1298,1327,1298,1280,981,859,731,535,412,395,121,topic_921,0.17230423
postfix-mta,3,18,24,20,27,47,42,50,44,42,101,105,90,86,49,63,19,9,17,6,79,94,32,topic_163,0.11351005
semantics,25,52,40,45,65,98,92,98,84,132,91,107,81,92,66,76,53,45,42,45,36,44,15,topic_482,0.048558276
taxonomy,3,8,16,45,55,90,46,60,90,77,87,86,92,63,73,70,70,60,65,57,65,56,9,topic_271,0.097330324
preload,0,8,22,18,24,41,43,57,55,47,38,44,28,39,32,24,33,24,21,53,36,50,10,topic_1365,0.23766816
strcpy,0,3,6,6,8,22,20,23,38,45,53,61,52,47,56,51,36,43,46,40,34,34,7,topic_61,0.02827543
static-members,6,16,21,30,36,70,73,57,90,104,106,94,84,72,83,66,25,13,17,16,14,16,3,topic_1046,0.08062637
stripe-payments,0,0,0,0,0,1,4,12,53,70,155,264,276,395,394,439,470,451,433,477,548,692,251,topic_1378,0.7325708
karate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,156,168,330,408,143,topic_423,0.04300229
mqtt,0,0,0,0,0,6,15,25,20,38,72,74,129,182,253,342,311,375,337,381,389,431,186,topic_1142,0.35998785
office365api,0,0,0,0,0,0,0,0,0,0,0,0,0,1,132,207,179,160,106,75,92,58,24,topic_831,0.031275645
gallery,2,11,36,86,123,272,320,310,292,301,249,188,188,182,151,122,118,141,85,92,108,88,24,topic_2,0.5031047
performance-testing,4,3,10,9,11,15,54,101,118,161,173,176,254,249,246,263,293,249,297,292,305,281,85,topic_1147,0.23104236
openapi,0,0,0,0,0,0,0,0,0,1,0,1,1,0,5,12,25,27,71,117,178,260,100,topic_292,0.031687047
interstitial,1,0,0,1,0,1,0,3,10,13,26,65,74,69,63,60,45,62,41,35,44,32,11,topic_737,0.009452455
watir,3,10,22,43,78,152,174,186,208,199,193,137,133,178,98,90,88,87,118,92,73,38,29,topic_674,0.06502844
destroy,0,0,1,12,15,38,34,59,44,53,59,62,73,63,57,53,51,30,35,26,31,22,8,topic_818,0.22704646
grouping,19,51,70,108,97,138,157,207,228,274,251,300,268,275,287,290,300,359,311,336,361,347,110,topic_1437,0.51215863
cdata,6,23,25,37,40,44,58,61,83,80,66,54,61,54,41,38,43,38,34,31,35,35,8,topic_247,0.21907501
watin,16,64,56,70,77,155,130,113,95,47,47,41,54,37,21,7,11,9,3,1,0,0,0,topic_1323,0.026574453
performancecounter,18,22,23,43,55,59,46,88,61,55,41,52,38,52,40,45,39,39,24,37,19,29,6,topic_325,0.051697187
xstream,5,12,18,33,43,47,47,70,90,82,65,83,67,63,56,31,25,28,31,19,29,17,3,topic_791,0.19031554
server-sent-events,0,0,0,0,0,7,10,25,45,60,82,84,77,93,85,70,84,54,58,52,103,113,36,topic_576,0.18116406
pygobject,0,0,2,7,1,8,27,48,40,56,24,54,37,41,45,34,47,28,36,38,45,49,11,topic_287,0.05977971
artifactory,1,3,6,0,8,13,22,36,49,55,94,107,100,102,175,160,201,279,266,285,291,316,78,topic_565,0.35156354
media-player,0,9,35,74,125,289,310,354,364,380,238,239,150,180,138,131,142,159,87,74,81,72,21,topic_1218,0.30018932
introspection,12,34,43,49,53,57,66,54,55,53,36,51,32,44,29,41,38,30,22,32,18,29,4,topic_571,0.07308942
audio-player,2,6,5,21,9,28,36,52,44,57,69,62,58,78,74,65,66,68,55,44,55,61,16,topic_335,0.14790255
tinymce,18,56,114,161,255,354,356,464,559,606,538,413,318,280,351,361,321,324,268,245,267,273,96,topic_117,0.57560295
event-listener,3,4,17,25,21,44,52,58,73,105,105,107,81,100,76,91,77,96,91,98,125,99,28,topic_53,0.11994197
graphicsmagick,0,1,0,2,13,14,10,14,32,37,37,43,50,52,74,57,36,35,24,35,24,23,18,topic_176,0.002091701
asp-classic,212,303,516,508,547,599,720,877,831,893,825,774,591,651,526,465,263,223,215,179,147,148,58,topic_1466,0.11683965
tensorflow,0,0,0,0,0,0,0,0,0,0,2,0,0,0,382,1739,3358,6198,6870,7617,7986,8774,3040,topic_426,0.859743
uac,25,53,71,104,101,111,69,84,96,90,83,63,54,54,46,38,31,28,28,25,19,22,6,topic_1224,0.1786108
clion,0,0,0,0,0,0,0,0,0,0,0,0,29,86,144,194,161,196,176,204,166,168,67,topic_424,0.06413522
modelform,1,6,4,10,13,20,17,23,35,18,23,16,12,37,36,36,28,20,25,44,35,51,13,topic_114,0.19270833
nightwatch.js,0,0,0,0,0,0,0,0,0,0,0,7,24,48,101,166,136,165,178,167,127,147,46,topic_406,0.18586461
swfobject,3,21,45,57,54,72,66,55,48,40,38,15,31,13,7,14,7,13,10,8,6,6,3,topic_673,0.07628665
ember.js,0,0,0,0,0,0,36,648,1108,2290,2933,2912,2687,2526,1986,1691,1217,1107,760,508,495,342,95,topic_543,0.5499753
reactjs,0,0,0,0,0,0,0,0,0,3,45,305,710,2325,4770,8436,11571,15813,18628,21897,27489,32191,12031,topic_123,0.9558335
ansi,7,12,10,15,24,55,57,45,72,62,67,48,40,27,42,43,46,36,36,43,31,37,7,topic_1202,0.08730644
pipeline,7,12,16,21,33,36,42,61,82,74,84,102,87,158,122,158,131,156,148,189,263,350,109,topic_1333,0.059127644
antd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,83,95,155,316,361,164,topic_641,0.23884514
webapp2,0,1,0,0,0,3,32,90,96,93,105,98,66,72,57,47,32,57,44,27,16,18,8,topic_308,0.21563767
db2,53,103,123,166,195,283,351,365,421,584,560,571,566,560,575,569,515,535,525,619,627,583,204,topic_824,1.0
fetch,1,9,25,29,55,98,92,126,157,194,222,173,183,179,163,238,310,390,393,622,728,777,251,topic_1237,0.66988605
angular-promise,0,0,0,0,0,0,0,0,2,2,8,33,250,255,296,298,228,237,170,102,66,58,8,topic_1373,0.034018908
strong-parameters,0,0,0,0,0,0,1,0,8,48,149,130,90,96,94,65,57,53,34,22,21,10,1,topic_387,0.19162464
quickfix,1,3,3,11,11,11,25,36,43,46,42,44,34,54,49,28,25,24,25,38,17,27,17,topic_1319,0.02686962
autofac,3,7,22,41,51,125,116,147,158,173,165,193,201,239,241,252,255,232,212,220,191,207,74,topic_395,0.25509095
android-workmanager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,202,186,49,topic_883,0.027660545
centos6,0,0,0,0,0,1,18,18,36,55,135,223,124,151,130,146,121,95,86,62,65,61,16,topic_533,0.15103604
centos7,0,0,0,0,0,0,0,0,0,0,0,0,73,154,230,276,285,373,413,397,490,440,147,topic_784,0.18688974
cron-task,0,0,0,1,0,1,9,25,36,36,45,34,44,58,49,44,49,45,41,34,54,47,15,topic_623,0.18957618
dao,9,31,40,62,61,100,108,143,137,150,153,127,111,131,134,121,103,93,99,84,105,92,36,topic_299,0.11212457
inputstream,10,23,39,45,91,168,196,229,262,279,264,280,243,268,207,200,188,189,161,163,166,133,33,topic_1298,0.11480616
dev-c++,2,5,5,10,14,24,22,32,36,70,46,46,36,57,41,66,45,36,32,27,40,33,8,topic_424,0.02943912
dax,0,0,0,0,0,0,2,5,4,17,21,32,37,60,117,142,154,206,238,351,522,658,283,topic_313,0.04603506
email-notifications,0,0,0,0,0,5,2,7,5,8,10,7,4,7,12,9,18,32,59,64,61,56,8,topic_729,0.019754805
uistoryboard,0,0,0,0,0,0,55,237,253,262,265,302,262,231,244,206,135,135,86,78,76,43,21,topic_1190,0.321202
memoization,6,10,10,13,27,39,27,48,48,49,34,75,48,60,66,60,47,63,58,56,54,54,23,topic_1194,0.016517667
strcmp,0,6,12,9,13,17,22,36,27,37,64,62,49,62,59,56,39,41,35,35,30,24,8,topic_75,0.0032798834
format,33,60,121,167,213,311,337,380,433,542,629,595,514,633,608,585,571,535,498,473,484,473,144,topic_772,0.13265118
strtok,2,2,8,20,15,26,41,49,58,71,93,86,88,62,64,67,52,68,51,62,47,43,11,topic_716,0.09262274
dbi,14,32,40,48,55,53,63,66,77,89,79,64,54,47,39,30,50,34,36,23,43,51,15,topic_694,0.11098744
flutter-layout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,526,921,386,topic_399,0.040237427
nullpointerexception,10,11,38,86,132,307,421,630,744,1135,1205,1477,1157,1064,874,925,894,797,685,629,559,448,173,topic_1101,0.7769862
fmdb,0,2,4,3,13,19,37,74,49,57,43,48,44,53,43,39,42,31,26,19,11,8,4,topic_618,0.016806297
handsontable,0,0,0,0,0,0,0,5,21,42,54,41,57,110,193,90,82,74,92,52,60,48,10,topic_1446,0.07643597
ssis,79,247,301,389,386,400,539,633,764,965,1045,997,957,973,947,1053,1030,1158,1033,962,922,1061,348,topic_249,0.6732223
applet,56,146,211,262,308,468,516,652,672,715,659,749,475,420,284,289,126,140,61,88,64,75,19,topic_331,0.43442765
udp,38,74,135,182,222,336,367,528,521,614,575,584,476,546,513,527,412,439,350,393,430,418,135,topic_12,0.30558446
cloudera,0,0,0,1,3,11,24,48,65,123,167,176,132,160,158,232,162,172,151,150,156,124,49,topic_569,0.33431998
jeditorpane,5,8,12,17,19,31,33,52,51,48,33,40,44,22,20,8,12,13,6,9,11,8,1,topic_165,0.087970324
titanium,1,2,1,30,84,327,307,426,453,489,617,604,448,375,207,256,209,189,130,64,53,49,5,topic_239,0.3357945
foursquare,0,0,0,6,22,55,110,265,206,171,148,109,68,50,52,50,34,47,30,26,33,25,9,topic_517,0.104142256
winscp,3,0,4,0,0,10,9,18,24,30,28,52,46,63,61,59,51,53,70,48,63,65,22,topic_1171,0.05940594
dcg,1,2,2,3,13,29,28,39,34,35,27,23,18,22,26,42,12,20,13,7,14,14,3,topic_1280,0.030121341
mongodb-.net-driver,0,0,0,6,26,97,127,131,124,121,112,150,123,179,138,154,102,101,64,89,124,118,40,topic_159,0.03655258
virtual-functions,10,29,22,47,28,71,55,66,63,76,76,73,67,62,59,79,58,67,44,55,41,41,18,topic_865,0.052772533
tvos,0,0,0,0,0,0,2,1,1,0,0,0,1,0,481,336,197,119,83,65,87,84,23,topic_724,0.22402795
template-haskell,0,1,0,0,1,6,19,15,26,27,24,20,22,23,20,17,16,11,19,15,13,8,2,topic_602,0.031769566
docker-registry,0,0,0,0,0,0,0,0,0,0,1,6,11,79,126,114,119,101,79,59,73,90,23,topic_853,0.06656029
phone-call,1,7,16,25,29,90,77,82,75,80,59,72,80,67,75,51,66,55,39,27,29,21,18,topic_1064,0.01633921
angularfire,0,0,0,0,0,0,0,0,0,12,150,179,275,255,219,297,230,154,160,89,72,57,32,topic_862,0.4456277
discord.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,59,61,47,67,51,17,topic_1059,0.021883577
windows-server-2012,0,0,0,0,0,0,0,0,28,99,139,157,127,136,156,122,118,118,88,84,66,64,18,topic_634,0.34612748
subscribe,0,1,2,2,7,9,8,17,13,18,17,19,18,21,19,20,38,58,72,79,87,74,23,topic_1489,0.037713937
restkit,0,0,0,0,0,29,148,296,426,376,388,409,203,164,126,68,33,27,14,6,2,2,1,topic_1308,0.084351584
velocity,18,22,35,45,60,98,110,111,117,130,121,132,124,146,133,152,115,109,94,68,78,70,20,topic_830,0.3182988
ddl,19,32,37,36,27,44,48,63,65,74,94,67,86,93,128,111,79,109,68,94,122,93,41,topic_991,0.053856097
spacebars,0,0,0,0,0,0,0,3,1,5,3,40,76,98,87,45,21,15,11,5,7,6,2,topic_800,0.046661478
nginx-config,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,174,290,104,topic_845,0.049655892
dojox.grid.datagrid,0,0,0,3,8,17,29,39,39,40,56,15,24,23,9,10,5,2,9,12,13,13,0,topic_563,0.06295779
build,82,171,274,351,471,680,737,881,934,950,921,891,853,967,948,1048,970,1038,955,928,1075,1011,360,topic_281,0.4605925
tree-traversal,1,6,6,19,20,20,21,27,36,46,46,43,48,37,34,40,32,40,26,28,29,28,6,topic_790,0.535473
