topic_0
okhttp: 0.13566826283931732; 
 sdp: 0.03863455355167389; 
 recurring: 0.037311457097530365; 
 md5sum: 0.03400370106101036; 
 radial-gradients: 0.03347446024417877; 
 env: 0.02990208938717842; 
 bigcartel: 0.020640378817915916; 
 truthtable: 0.020508069545030594; 
 plivo: 0.02037576027214527; 
 cache-manifest: 4.379727158720925e-08; 
 application-cache: 4.023008415288132e-08; 
 composition: 2.5752784349464264e-09; 
 circuit: 5.292289939617945e-10; 
 elasticsearch-aggregation: 1.7515743022666896e-10; 
 offlineapps: 6.834398325050728e-11; 
 jitsi: 6.7014085253225275e-12; 
 md5: 3.73890241683883e-12; 
 cagradientlayer: 1.489178280743384e-14; 
 topic_36
cakephp-2.0: 0.5917134284973145; 
 pop3: 0.1254143863916397; 
 cakephp-model: 0.07244881242513657; 
 ipod-touch: 0.06898512691259384; 
 cakephp-2.4: 0.04935755953192711; 
 cakephp-2.2: 0.035935766994953156; 
 cakephp-2.x: 0.035502802580595016; 
 ticket-system: 0.020637810230255127; 
 cakephp-2.1: 3.0442695333476877e-06; 
 has-and-belongs-to-many: 7.728820605734654e-07; 
 cakedc: 4.432451419233985e-07; 
 cakephp-2.3: 3.4143621263638124e-08; 
 cakephp-2.6: 1.4756832200646386e-08; 
 openpop: 1.3282038802131524e-09; 
 formhelper: 2.8548879926759696e-10; 
 containable: 1.0229569274988748e-10; 
 cakephp-bake: 5.340240749607261e-11; 
 mysql-real-escape-string: 1.1848071135300842e-11; 
 cakephp-2.5: 3.2947926071474898e-12; 
 otrs: 4.002880654978974e-13; 
 topic_37
x11: 0.2575072646141052; 
 git-merge: 0.22459135949611664; 
 git-commit: 0.1286105215549469; 
 git-rebase: 0.12050080299377441; 
 kde: 0.05352411046624184; 
 github-for-windows: 0.051615942269563675; 
 xorg: 0.04579602926969528; 
 preflight: 0.027572324499487877; 
 git-cherry-pick: 0.02499699965119362; 
 git-merge-conflict: 0.021562296897172928; 
 dragula: 0.016886668279767036; 
 django-cors-headers: 0.013547992333769798; 
 clutter: 0.013261767104268074; 
 git-revert: 2.5330920834676363e-05; 
 git-pull: 2.5549849169692607e-07; 
 gnome: 1.30706453660423e-07; 
 glx: 1.1774171326806027e-07; 
 git-push: 6.195396196062575e-08; 
 git-squash: 6.098905913631825e-08; 
 git-rewrite-history: 2.1269304539828227e-08; 
 topic_38
twitter: 0.8228153586387634; 
 android-6.0-marshmallow: 0.0785452350974083; 
 tweepy: 0.0725381001830101; 
 cyrillic: 0.016585344448685646; 
 runtime-permissions: 0.009515802375972271; 
 twython: 1.425608644467502e-07; 
 tweets: 1.89675652961796e-08; 
 twitter-streaming-api: 5.925675922169304e-11; 
 twitterkit: 2.102498730671698e-11; 
 twitter-fabric: 5.543175293776237e-12; 
 tweetsharp: 2.8925861272205422e-12; 
 xauth: 1.791972494870342e-12; 
 twitter4j: 1.0389950618611143e-12; 
 twitter-oauth: 4.954959511270507e-13; 
 mgtwitterengine: 2.6157906136276e-13; 
 twitter-digits: 9.269820154533814e-14; 
 tweetinvi: 3.203875695561437e-14; 
 android-twitter: 2.5653605758776954e-14; 
 slcomposeviewcontroller: 1.3502551365147854e-14; 
 nexus-5: 7.350183456940763e-15; 
 topic_39
nuxt: 0.41940656304359436; 
 nicedit: 0.182036891579628; 
 rangy: 0.17401763796806335; 
 generate: 0.12670409679412842; 
 polymerfire: 0.09783480316400528; 
 vee-validate: 1.93822247140929e-09; 
 vue-loader: 1.3478526073029684e-09; 
 vue-apollo: 3.6311630785546e-11; 
 css-loader: 2.4686043140209613e-11; 
 server-error: 1.2201091699470812e-11; 
 bootstrap-vue: 3.4440588402018246e-12; 
 polymer-starter-kit: 1.03722477655388e-13; 
 vue-test-utils: 2.3341348114307853e-14; 
 callout: 8.573761512765173e-15; 
 strapi: 2.5635833313477664e-15; 
 topic_40
shared-libraries: 0.4237856864929199; 
 uipickerview: 0.21808893978595734; 
 shared: 0.08722195774316788; 
 dynamic-linking: 0.08402029424905777; 
 lighting: 0.04466630890965462; 
 lxc: 0.03411256894469261; 
 sknode: 0.021311765536665916; 
 bzip2: 0.01967770978808403; 
 ldd: 0.012732635252177715; 
 ios9.1: 0.0113027673214674; 
 ready-api: 0.010621877387166023; 
 symmetric: 0.008919652551412582; 
 control-m: 0.00885156448930502; 
 startupscript: 0.007694052532315254; 
 rightbarbuttonitem: 0.00694384565576911; 
 dlopen: 4.1312996472697705e-05; 
 uipicker: 5.643589702231111e-06; 
 fpic: 6.742549771843187e-07; 
 lxd: 5.300965995047591e-07; 
 xcode7.1: 2.3077716093666822e-07; 
 topic_41
nusoap: 0.6022201776504517; 
 simplepie: 0.2747456133365631; 
 appserver: 0.12303422391414642; 
 atom-feed: 7.771831178615685e-09; 
 google-feed-api: 5.868367569661359e-09; 
 php4: 2.918617569847015e-10; 
 laravel-3: 3.4738715810195275e-12; 
 podcast: 8.285339103165923e-13; 
 complextype: 5.653440497861706e-13; 
 soapfault: 4.1385850231860297e-14; 
 otrs: 3.0207981637484817e-15; 
 zend-studio: 1.9074401113668594e-16; 
 topic_42
sqlplus: 0.5385923981666565; 
 outer-join: 0.2794353663921356; 
 visualsvn-server: 0.13768984377384186; 
 sql-merge: 0.041165005415678024; 
 visualsvn: 0.00311733759008348; 
 post-commit-hook: 7.891446784924483e-08; 
 svn-hooks: 3.892378330760948e-08; 
 spool: 3.2883276657180716e-10; 
 post-commit: 1.2955263251068772e-10; 
 dbms-output: 2.3572199747690092e-11; 
 tnsnames: 1.8483785682588127e-11; 
 natural-join: 7.907146291896705e-12; 
 oracle-pro-c: 4.217467521050455e-12; 
 cross-join: 2.620710723086339e-12; 
 bind-variables: 9.346351817485221e-13; 
 oracle8i: 7.651999422552541e-14; 
 apache-modules: 4.648199685396148e-14; 
 oracle-xe: 5.3680916320148625e-15; 
 tns: 4.864011737191988e-15; 
 rds: 2.5840578117487974e-15; 
 topic_43
passenger: 0.4389483630657196; 
 gsm: 0.16894452273845673; 
 modem: 0.08722610026597977; 
 http-status-code-503: 0.047647736966609955; 
 visual-studio-app-center: 0.04444560408592224; 
 sandcastle: 0.03740091249346733; 
 glusterfs: 0.028819195926189423; 
 blink: 0.02664174512028694; 
 ti-basic: 0.023439612239599228; 
 background-size: 0.023439085111021996; 
 escpos: 0.022414598613977432; 
 css-content: 0.020493395626544952; 
 array-intersect: 0.016523005440831184; 
 phusion: 0.013562800362706184; 
 at-command: 5.301230703480542e-05; 
 pdu: 1.7567813870300597e-07; 
 gprs: 5.26640242526355e-08; 
 code-push: 1.4861395669640842e-08; 
 http-status-code-504: 1.3021367317733734e-09; 
 ppp: 6.058485935156455e-10; 
 topic_44
types: 0.9934743642807007; 
 continuation-passing: 0.006525581702589989; 
 parametric-polymorphism: 2.193076475975886e-08; 
 type-level-computation: 4.6270600684295005e-09; 
 existential-type: 2.1017367846098978e-09; 
 continuations: 7.898532938810376e-10; 
 type-inference: 2.428430512235735e-10; 
 type-bounds: 8.441110310730693e-11; 
 inference: 5.6642350532154495e-11; 
 int32: 5.876279497718517e-12; 
 subtype: 3.2012368016837156e-12; 
 path-dependent-type: 3.0279654651688137e-12; 
 mismatch: 2.540151465904583e-12; 
 isinstance: 1.9402697764431265e-12; 
 static-typing: 6.280412930166623e-13; 
 typechecking: 4.772338665741394e-13; 
 type-families: 3.5351986637545407e-13; 
 any: 3.3614997179028105e-13; 
 type-systems: 2.8219855380436087e-13; 
 type-theory: 2.0149122171089773e-13; 
 topic_45
google-closure-compiler: 0.373958557844162; 
 blackberry-webworks: 0.19295579195022583; 
 transpiler: 0.097673200070858; 
 singlepage: 0.07547474652528763; 
 aws-sdk-js: 0.07205959409475327; 
 gulp-concat: 0.07205958664417267; 
 aws-sdk-nodejs: 0.057374466210603714; 
 backgrid: 0.05122720077633858; 
 gulp-uglify: 0.007216312922537327; 
 gulp-sourcemaps: 4.3990601739096746e-07; 
 blackberry-playbook: 9.700759306952023e-08; 
 gulp-less: 2.4186088687372376e-09; 
 google-feed-api: 7.995301469498894e-12; 
 yui-compressor: 7.0709007225777665e-12; 
 babel: 6.136210463358882e-12; 
 blackberry-simulator: 3.1935062233534595e-12; 
 ripple: 9.927594770559045e-13; 
 ecma: 2.4578947275914753e-13; 
 grunt-contrib-concat: 1.4600766342492966e-13; 
 aws-xray: 1.156185742848606e-13; 
 topic_46
woocommerce: 0.9730520844459534; 
 variations: 0.01738089695572853; 
 woocommerce-subscriptions: 0.009408814832568169; 
 price: 0.000124227226478979; 
 tax: 3.3021777198882774e-05; 
 cart: 8.310494195029605e-07; 
 product: 6.345184999645426e-08; 
 woocommerce-bookings: 2.180982860977565e-08; 
 shipping-method: 9.037629311592354e-09; 
 woocommerce-rest-api: 3.426447792165277e-09; 
 wordpress-hook: 7.543254354480666e-10; 
 custom-taxonomy: 6.158785148535628e-10; 
 email-notifications: 1.8522613998150916e-10; 
 discount: 7.419234671068864e-11; 
 storefront: 2.2607809721519878e-11; 
 wpml: 7.135259830898244e-12; 
 coupon: 7.692519581395385e-13; 
 checkout: 7.441944738402484e-13; 
 stock: 3.9346339229286154e-13; 
 taxonomy-terms: 3.0238103145528716e-13; 
 topic_47
smart-pointers: 0.3099406361579895; 
 unique-ptr: 0.23191684484481812; 
 auto: 0.1278851330280304; 
 decltype: 0.08879630267620087; 
 unsigned-integer: 0.06525065749883652; 
 size-t: 0.03785769268870354; 
 noexcept: 0.03401036933064461; 
 azure-traffic-manager: 0.025238463655114174; 
 iomanip: 0.021237242966890335; 
 user-defined-literals: 0.020313885062932968; 
 ostringstream: 0.019544418901205063; 
 gcc4.8: 0.0180054884403944; 
 weak-ptr: 2.8725798983941786e-06; 
 integer-promotion: 1.1104367203529364e-08; 
 resource-management: 2.1341697298282725e-09; 
 ownership: 1.479633082723808e-09; 
 auto-ptr: 8.191065603568859e-10; 
 object-lifetime: 2.4465447029387022e-11; 
 perfect-forwarding: 2.9072759824555483e-12; 
 object-slicing: 8.497872002431739e-13; 
 topic_48
range: 0.33769887685775757; 
 powerpoint: 0.20036621391773224; 
 formula: 0.18534545600414276; 
 offset: 0.10451945662498474; 
 powerpoint-vba: 0.07152742892503738; 
 worksheet-function: 0.052259720861911774; 
 countif: 0.04828101396560669; 
 named-ranges: 9.970920018531615e-07; 
 worksheet: 4.961184458807111e-07; 
 excel-formula: 3.5993298297398724e-07; 
 powerpoint-2013: 4.96382810410978e-08; 
 conditional-formatting: 7.552176661818066e-10; 
 excel-indirect: 2.7762184218182995e-10; 
 excel-2013: 1.800550819552882e-10; 
 excel-2003: 1.300903412770893e-10; 
 autofilter: 7.07754133077998e-11; 
 spreadsheetgear: 2.3779639715670875e-11; 
 office-2010: 1.599865205592632e-11; 
 ribbonx: 5.988252428645868e-12; 
 sumifs: 4.341129886120676e-12; 
 topic_49
vb.net: 0.9920207858085632; 
 ruby-1.9.3: 0.003029035637155175; 
 in-memory: 0.002845588605850935; 
 ironruby: 0.0021045745816081762; 
 spreadsheetgear: 6.66390036485609e-08; 
 webclient: 1.4742895489486263e-12; 
 linq-to-dataset: 3.7671756447817117e-13; 
 late-binding: 3.7190443866880196e-13; 
 flowlayoutpanel: 2.1588677026618264e-13; 
 richtextbox: 1.6680648629399143e-14; 
 vb.net-2010: 7.587507689201314e-15; 
 icomparer: 7.556999256507109e-15; 
 visual-studio-2013: 3.33060258178911e-15; 
 xtragrid: 1.1147091228720521e-15; 
 tabpage: 1.0163374692350163e-15; 
 executereader: 2.4403998592241656e-16; 
 c#-to-vb.net: 1.4500448344785993e-16; 
 datagridviewcombobox: 1.2757757465149076e-16; 
 xelement: 1.0652163921939423e-16; 
 topic_50
carousel: 0.5863317251205444; 
 soundcloud: 0.2618618309497833; 
 rackspace-cloud: 0.04228902980685234; 
 rackspace: 0.039876144379377365; 
 bootstrap-tabs: 0.021462002769112587; 
 infusionsoft: 0.01866813190281391; 
 getresponse: 0.016382237896323204; 
 cloudfiles: 0.01308039203286171; 
 bootstrap-carousel: 4.745107071357779e-05; 
 flickity: 1.061667944668443e-06; 
 soundmanager2: 4.33292113299899e-09; 
 oembed: 3.0169933391832604e-12; 
 jquery-cycle2: 3.1336378262213083e-13; 
 openstack-swift: 2.4692373796694755e-13; 
 instafeedjs: 1.1524284402198576e-13; 
 jcarousellite: 9.2466410979322e-15; 
 jquery-slider: 8.959285170576179e-15; 
 podcast: 7.994377424316076e-15; 
 http-status-code-504: 2.3040034672167857e-16; 
 twitter-bootstrap-2: 2.0774192421505041e-16; 
 topic_51
embedded: 0.335463285446167; 
 driver: 0.20953269302845; 
 microcontroller: 0.12039194256067276; 
 virtualization: 0.09028322994709015; 
 uart: 0.05353693664073944; 
 beagleboneblack: 0.04970527067780495; 
 spi: 0.03788906708359718; 
 atk4: 0.017318204045295715; 
 vmware-workstation: 0.016570914536714554; 
 shared-directory: 0.013230404816567898; 
 c#-to-f#: 0.01314249262213707; 
 rundeck: 0.012087578885257244; 
 debian-stretch: 0.007560231257230043; 
 oracle-pro-c: 0.007076723966747522; 
 minifilter: 0.006020622327923775; 
 fscheck: 0.005450399126857519; 
 ansible-tower: 0.0047133686020970345; 
 hypervisor: 1.3042464161117096e-05; 
 kmdf: 8.636699931230396e-06; 
 wdm: 1.8760141529128305e-06; 
 topic_52
syntax: 0.9306767582893372; 
 comma: 0.06208767741918564; 
 pchart: 0.007235581986606121; 
 delimited: 5.782873312154546e-12; 
 parentheses: 1.0390657349021015e-14; 
 syntactic-sugar: 4.9744749979093155e-15; 
 colon: 2.7669758472577844e-15; 
 static-functions: 1.7103551851172481e-15; 
 rubocop: 1.2916774930804066e-15; 
 notation: 1.1476385874877471e-15; 
 comma-operator: 1.4045013287426137e-16; 
 dollar-sign: 1.0772417454158912e-16; 
 topic_53
frontend: 0.536736249923706; 
 dom-events: 0.1999426782131195; 
 meteor-blaze: 0.13858313858509064; 
 quill: 0.058077286928892136; 
 contentful: 0.030816517770290375; 
 mithril.js: 0.019875742495059967; 
 progressive-enhancement: 0.015955297276377678; 
 graceful-degradation: 1.3085241334920283e-05; 
 meteor-helper: 1.669305937923582e-08; 
 spacebars: 6.469442204171116e-10; 
 minimongo: 7.675791252603759e-11; 
 web-frontend: 3.610135801412895e-11; 
 meteorite: 4.766821702986701e-13; 
 flow-router: 4.5293258618510357e-13; 
 event-propagation: 5.1341692534770736e-14; 
 event-bubbling: 1.4704951056192066e-14; 
 meteor-publications: 9.348309615558187e-15; 
 onsubmit: 2.5710209158993696e-15; 
 iron-router: 1.189532095905116e-15; 
 meteor-react: 5.272134234035738e-16; 
 topic_54
vaadin: 0.46205708384513855; 
 profile: 0.1493655890226364; 
 fileoutputstream: 0.09489107877016068; 
 custom-wordpress-pages: 0.09215755015611649; 
 vaadin8: 0.05037427693605423; 
 fuzzy-logic: 0.03319235146045685; 
 vaadin-flow: 0.01806054450571537; 
 scaletransform: 0.017377173528075218; 
 google-tasks-api: 0.013472190126776695; 
 umd: 0.01269119419157505; 
 vaadin10: 0.012593569234013557; 
 razorpay: 0.011324449442327023; 
 jitter: 0.011031576432287693; 
 stackedbarseries: 0.010836326517164707; 
 wordpress-thesis-theme: 0.010543453507125378; 
 vaadin-grid: 3.0658662581117824e-05; 
 fileinputstream: 7.622905400239688e-07; 
 vaadin7: 1.8362497655743937e-07; 
 fuzzy-comparison: 1.382701869667713e-10; 
 treetable: 5.320114574575152e-12; 
 topic_55
fonts: 0.7276284098625183; 
 font-face: 0.12899865210056305; 
 webfonts: 0.055352937430143356; 
 true-type-fonts: 0.035511575639247894; 
 mobile-browser: 0.014990023337304592; 
 flying-saucer: 0.01405597385019064; 
 cufon: 0.013596585020422935; 
 kerning: 0.005193724762648344; 
 tamil: 0.004602570552378893; 
 woff: 6.229800783330575e-05; 
 typeface: 5.233493084233487e-06; 
 embedded-fonts: 1.8842283679987304e-06; 
 google-fonts: 7.276072722106619e-08; 
 font-family: 5.1061270767149836e-08; 
 fontmetrics: 6.537508756565558e-09; 
 letter-spacing: 5.396433522264488e-09; 
 opentype: 4.083695603895876e-09; 
 typekit: 1.61142132970582e-09; 
 fontforge: 5.002280256682923e-10; 
 freetype: 3.292277908628627e-11; 
 topic_56
outputstream: 0.27955904603004456; 
 intellij-plugin: 0.16854512691497803; 
 type-erasure: 0.13850106298923492; 
 intellij-14: 0.13786181807518005; 
 objectoutputstream: 0.10717824846506119; 
 scala-java-interop: 0.05795736610889435; 
 bytearrayoutputstream: 0.04176339507102966; 
 jain-sip: 0.035583384335041046; 
 jython-2.7: 0.033027175813913345; 
 objectinputstream: 1.4656289749837015e-05; 
 raw-types: 8.755534508964047e-06; 
 zipoutputstream: 3.830515282743363e-08; 
 eofexception: 4.396965902486727e-09; 
 intellij-13: 3.340622667380444e-09; 
 jflex: 7.968699033966686e-10; 
 notserializableexception: 3.9505670956785366e-10; 
 ideavim: 2.9839200554881984e-10; 
 dataoutputstream: 2.8395455431429184e-10; 
 intellij-15: 3.567336747181682e-12; 
 live-templates: 7.276404413898707e-13; 
 topic_57
flyway: 0.2668662369251251; 
 spring-test: 0.2610510587692261; 
 spring-restcontroller: 0.19707944989204407; 
 spring-boot-test: 0.11520668864250183; 
 mockmvc: 0.07914368063211441; 
 die: 0.0407414510846138; 
 spring-form: 0.038207292556762695; 
 junit5: 0.0017041298560798168; 
 testcontainers: 8.955181485248431e-09; 
 spring-rest: 4.536681696976075e-09; 
 wiremock: 2.055981385140626e-09; 
 spring-test-mvc: 1.0646901138500198e-09; 
 hamcrest: 7.492545472942425e-11; 
 spring-restdocs: 4.038453946253462e-11; 
 spring-mvc-test: 2.39214013181277e-11; 
 spring-profiles: 6.546324246570201e-12; 
 spring-cloud-contract: 5.6221112834653475e-12; 
 junit-runner: 2.9245442872971594e-13; 
 spring-boot-maven-plugin: 2.498211327476435e-13; 
 rest-assured: 1.336604980341216e-13; 
 topic_58
lwjgl: 0.5212313532829285; 
 filewriter: 0.17144371569156647; 
 bufferedwriter: 0.11712667346000671; 
 jedis: 0.11394196003675461; 
 observablelist: 0.040516626089811325; 
 invocationtargetexception: 0.035739559680223465; 
 spring-data-redis: 1.0449443976767725e-07; 
 redis-cluster: 3.6669374203768257e-09; 
 slick2d: 1.2217874489905967e-09; 
 glfw: 6.264413987544515e-10; 
 redisson: 3.527900194200129e-11; 
 quad: 3.1262117894392816e-11; 
 fbo: 1.2319834388763162e-11; 
 openal: 5.828157834814052e-12; 
 vao: 5.580771955671082e-12; 
 projection-matrix: 4.086987259038777e-12; 
 changelistener: 1.7437959713359485e-12; 
 heightmap: 1.3783857952601175e-12; 
 voxel: 1.2047270733089865e-12; 
 picking: 9.679625807487713e-13; 
 topic_59
memory-management: 0.8428688645362854; 
 new-operator: 0.07802167534828186; 
 delete-operator: 0.03821033984422684; 
 heap-corruption: 0.011206943541765213; 
 nullptr: 0.008752088993787766; 
 limesurvey: 0.006368390284478664; 
 memory-corruption: 0.006332811899483204; 
 class-members: 0.005372216459363699; 
 boost-hana: 0.0028666306752711535; 
 stack-memory: 3.3973943658338612e-09; 
 page-fault: 5.098306776751826e-10; 
 nszombie: 1.545236993916177e-10; 
 destructor: 9.584962684661136e-11; 
 cpu-usage: 1.989640223409861e-12; 
 huge-pages: 8.212281766076246e-13; 
 didreceivememorywarning: 4.004398538020454e-13; 
 retaincount: 1.0037004999916346e-13; 
 placement-new: 9.027118110091145e-14; 
 fastmm: 4.5503670411750977e-14; 
 object-lifetime: 4.5128350112822596e-14; 
 topic_60
unit-testing: 0.8936886787414551; 
 tdd: 0.07678943127393723; 
 tridion: 0.015865037217736244; 
 tridion-2011: 0.008003009483218193; 
 mockery: 0.005653738509863615; 
 python-unittest: 8.1260189688237e-08; 
 testunit: 6.659491846860988e-10; 
 tridion-content-delivery: 5.610071851513965e-10; 
 chai: 1.2356568546145752e-10; 
 easymock: 5.116789977832603e-11; 
 test-suite: 3.591929531587823e-11; 
 sinon: 1.725736047120119e-11; 
 mockito: 1.603726006160766e-11; 
 moles: 1.5965182301180825e-11; 
 typemock: 9.044194212992629e-12; 
 hamcrest: 7.717452545075165e-12; 
 qtestlib: 6.058253291391091e-12; 
 ocmock: 4.859555032682428e-12; 
 impersonation: 4.166387287257711e-12; 
 mutation-testing: 3.134201448720675e-12; 
 topic_61
integer: 0.8147488236427307; 
 strcpy: 0.0651763379573822; 
 berkeley-db: 0.04101383686065674; 
 strcat: 0.035662245005369186; 
 mpi4py: 0.027728920802474022; 
